car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,co2_emissions_g_km,price_usd,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
4406,3 Series,2005,2.7,286,petrol,automatic,AWD,300000,8.8,199,11920,4,5,sedan,silver,4,yes,full,Germany
4407,1 Series,2021,2.1,186,diesel,automatic,FWD,43038,7,144,25348,5,4,hatchback,white,1,no,full,USA
4408,Z4,2014,2.6,294,petrol,automatic,RWD,171005,,195,41699,2,2,convertible,silver,2,yes,partial,Italy
4409,3 Series,2019,2.7,224,hybrid,automatic,AWD,87463,5.7,,32287,4,5,sedan,black,2,no,partial,Turkey
4410,i7,2014,0,497,electric,automatic,RWD,180959,0,0,113423,4,5,sedan,white,3,no,full,UK
4411,i4,2020,0,534,electric,automatic,AWD,59877,0,0,92031,4,5,coupe,white,0,no,partial,Netherlands
4412,X3,2021,2.6,182,diesel,automatic,RWD,47456,6.3,140,60517,5,5,suv,silver,1,no,full,France
4413,i7,2020,0,457,electric,automatic,AWD,68075,0,0,152774,4,4,sedan,blue,0,yes,full,UK
4414,X7,2020,3.5,336,hybrid,automatic,AWD,41475,6.2,157,122168,5,5,suv,white,1,no,full,Netherlands
4415,X5,2019,3.7,303,petrol,,AWD,72879,10.5,227,70783,5,5,suv,grey,4,no,partial,Germany
4416,5 Series,2023,2.8,252,hybrid,automatic,RWD,14115,5.4,106,63992,4,5,sedan,white,1,no,full,France
4417,X3,2011,2.6,248,petrol,automatic,RWD,206534,9.1,194,32988,5,5,suv,black,5,no,partial,UK
4418,1 Series,2016,1.6,127,diesel,automatic,RWD,131741,5.6,122,13214,3,4,hatchback,black,2,no,full,Turkey
4419,7 Series,2012,3.7,342,hybrid,automatic,RWD,298032,6.6,148,48405,4,4,sedan,blue,2,yes,none,Italy
4420,X5,2018,3.1,239,hybrid,automatic,AWD,60782,6,139,62858,5,5,suv,grey,3,no,partial,Spain
4421,3 Series,2024,2.5,304,hybrid,automatic,RWD,0,5.2,129,58015,4,5,sedan,blue,0,no,full,Netherlands
4422,3 Series,2006,3.1,241,diesel,automatic,RWD,228018,7.9,180,16467,4,5,sedan,blue,5,no,full,Netherlands
4423,X7,2019,4.2,409,hybrid,automatic,AWD,82630,7.1,145,89835,5,5,suv,grey,1,yes,full,Turkey
4424,X3,2020,2.7,206,hybrid,automatic,AWD,89989,5.2,110,47844,5,5,suv,white,1,no,full,Turkey
4425,5 Series,2023,2.4,270,petrol,automatic,AWD,3781,8.3,180,63515,4,5,sedan,red,0,no,full,Spain
4426,i7,2018,0,475,electric,automatic,RWD,130209,0,0,133951,4,5,sedan,blue,2,no,full,Germany
4427,X1,2017,1.5,122,petrol,automatic,FWD,127113,6.8,137,28902,5,5,suv,grey,3,no,partial,France
4428,X7,2024,3.6,303,hybrid,automatic,AWD,0,5.6,130,122810,5,5,suv,grey,0,no,full,USA
4429,i3,2021,0,173,electric,,RWD,43600,0,0,55926,5,4,hatchback,silver,1,no,full,Turkey
4430,X1,2009,2.2,209,diesel,automatic,AWD,208211,7,172,26268,5,5,suv,silver,4,no,full,Netherlands
4431,X1,2016,2.5,201,hybrid,automatic,AWD,125481,5.3,112,31052,5,5,suv,white,3,no,full,Germany
4432,3 Series,2019,3.1,333,diesel,automatic,AWD,50454,7.9,162,32999,4,5,sedan,white,2,no,none,Italy
4433,1 Series,2020,1.8,168,hybrid,automatic,RWD,17885,4.2,111,30861,5,4,hatchback,silver,1,no,full,Germany
4434,X1,2022,2,209,petrol,automatic,AWD,40621,7.5,150,42881,5,5,suv,silver,1,no,full,Italy
4435,3 Series,2005,3,241,petrol,manual,RWD,300000,9.7,209,10446,4,5,sedan,silver,3,,,France
4436,X1,2020,2.2,232,diesel,automatic,AWD,84012,7.2,161,40623,5,5,suv,black,1,no,full,Spain
4437,X5,2010,3.2,262,diesel,automatic,AWD,211748,7.9,178,48056,5,5,suv,white,3,no,partial,Italy
4438,X3,2022,3.2,232,diesel,automatic,AWD,0,8.2,177,59784,5,5,suv,white,1,no,full,Italy
4439,i4,2013,0,373,electric,automatic,AWD,101369,0,0,50141,4,5,coupe,black,3,yes,full,USA
4440,X7,2024,4.2,343,hybrid,automatic,AWD,0,6.7,143,130834,5,5,suv,white,0,no,full,Netherlands
4441,3 Series,2018,3,253,diesel,automatic,AWD,76325,8.8,197,31156,4,5,sedan,black,3,no,partial,Italy
4442,X1,2017,2.3,194,petrol,automatic,AWD,115563,7,147,32294,5,5,suv,grey,4,no,full,Spain
4443,X7,2006,3.8,276,hybrid,automatic,AWD,300000,5.8,156,50574,5,5,suv,white,3,yes,full,France
4444,X1,2022,1.6,172,diesel,automatic,AWD,21382,5.4,132,50901,5,5,suv,silver,0,no,full,Netherlands
4445,i3,2006,0,174,electric,automatic,RWD,185870,0,0,21472,5,4,hatchback,blue,3,yes,full,Germany
4446,X1,2024,1.9,217,hybrid,automatic,AWD,10323,4.7,110,48286,5,5,suv,black,0,no,partial,Netherlands
4447,3 Series,2005,2.7,181,hybrid,automatic,AWD,300000,5.6,125,8912,4,5,sedan,black,2,yes,partial,Spain
4448,i3,2018,0,176,electric,automatic,RWD,90487,0,0,37608,5,4,hatchback,silver,1,yes,full,UK
4449,3 Series,2017,2.4,282,petrol,automatic,AWD,111802,,191,34631,4,5,sedan,silver,2,,full,Turkey
4450,X7,2023,,370,diesel,automatic,AWD,27293,8.9,187,119298,5,5,suv,grey,1,no,full,Turkey
4451,3 Series,2007,2.2,186,petrol,automatic,AWD,224722,8.1,193,10060,4,5,sedan,black,5,yes,partial,UK
4452,3 Series,2010,3.1,266,hybrid,automatic,AWD,190915,6.1,127,24068,4,5,sedan,silver,2,no,partial,UK
4453,X3,2021,2.2,176,hybrid,automatic,AWD,43255,5.1,118,55438,5,5,suv,blue,1,no,full,Netherlands
4454,X5,2019,3.1,278,diesel,automatic,AWD,74947,8.8,193,79185,5,5,suv,silver,1,no,full,Netherlands
4455,i4,2013,0,259,electric,automatic,RWD,149659,0,0,35361,4,5,coupe,silver,4,yes,none,Spain
4456,X3,2022,2.9,216,diesel,automatic,AWD,41032,7.5,149,63589,5,5,suv,grey,2,no,full,USA
4457,5 Series,2009,,240,diesel,automatic,AWD,290375,6.8,158,28754,4,5,sedan,white,3,no,full,UK
4458,1 Series,2012,2.7,312,hybrid,automatic,FWD,184120,5.4,137,16821,5,5,hatchback,silver,5,no,partial,Spain
4459,5 Series,2017,2.4,209,hybrid,automatic,AWD,65291,5,109,54269,4,5,sedan,blue,2,no,full,UK
4460,i7,2016,0,505,electric,automatic,RWD,130101,0,0,133556,4,5,sedan,silver,2,no,full,Turkey
4461,Z4,2013,2.2,181,petrol,manual,RWD,95167,7.5,154,42513,2,2,convertible,black,3,no,partial,Italy
4462,X1,2005,2.4,203,hybrid,automatic,AWD,234663,5.2,117,13383,5,5,suv,silver,3,no,full,UK
4463,X5,2014,3,277,diesel,automatic,AWD,172639,7.3,170,60278,5,5,suv,silver,4,no,full,Spain
4464,5 Series,2011,4.1,353,hybrid,automatic,RWD,300000,6.5,151,29737,4,5,sedan,black,4,yes,partial,Italy
4465,X5,2019,4,284,diesel,automatic,AWD,48221,9.6,203,72408,5,5,suv,black,3,no,partial,Spain
4466,X3,2024,2.2,238,petrol,automatic,RWD,0,8.7,189,65332,5,5,suv,,0,no,full,Spain
4467,5 Series,2018,2.6,233,petrol,automatic,RWD,92262,9,210,51475,4,5,sedan,silver,2,no,full,Netherlands
4468,X1,2018,1.6,131,hybrid,automatic,AWD,60414,,100,32619,5,5,suv,silver,3,no,partial,Italy
4469,3 Series,2023,2,145,diesel,automatic,AWD,14999,7.2,163,40392,4,5,sedan,white,0,no,partial,Germany
4470,1 Series,2019,,256,diesel,automatic,FWD,56801,7.9,170,22554,3,4,hatchback,grey,1,no,partial,Turkey
4471,5 Series,2022,3.1,304,petrol,automatic,AWD,30001,9.2,180,62227,4,5,sedan,black,1,,full,UK
4472,3 Series,2024,3.2,320,hybrid,manual,AWD,16641,5.8,127,55601,4,5,sedan,red,0,no,full,France
4473,X1,2008,1.9,195,petrol,automatic,AWD,239200,7.5,148,19310,5,5,suv,white,5,no,partial,USA
4474,X3,2016,2.9,259,petrol,automatic,RWD,86367,9.4,207,45381,5,5,suv,black,3,no,partial,France
4475,5 Series,2019,3.6,361,diesel,automatic,AWD,114520,9,185,54088,4,5,sedan,red,1,no,partial,UK
4476,X7,2011,4.2,323,diesel,automatic,AWD,256949,9.8,,64718,5,5,suv,blue,3,yes,full,USA
4477,7 Series,2007,0,438,electric,automatic,RWD,300000,0,0,55953,4,4,sedan,black,2,no,partial,UK
4478,7 Series,2022,4.1,333,diesel,automatic,RWD,7631,9,182,112006,4,5,sedan,grey,0,no,full,Spain
4479,1 Series,2024,2.1,208,diesel,automatic,RWD,0,8.1,186,32734,5,4,hatchback,black,0,no,full,Italy
4480,7 Series,2020,3.7,296,diesel,automatic,AWD,102422,9.1,190,95291,4,5,sedan,,1,no,full,France
4481,1 Series,2006,2.2,222,hybrid,automatic,RWD,300000,5.3,129,6780,5,4,hatchback,black,4,no,partial,UK
4482,X1,2021,2.1,249,petrol,automatic,AWD,35095,7.9,160,54096,5,5,suv,white,1,no,full,Germany
4483,7 Series,2011,3.9,330,petrol,automatic,AWD,222538,,214,58044,4,5,sedan,white,3,yes,partial,Turkey
4484,Z4,2021,2.8,295,petrol,automatic,RWD,35362,9.5,217,71963,2,2,convertible,silver,0,no,full,Turkey
4485,3 Series,2020,1.9,168,petrol,manual,RWD,32879,8,174,42510,4,5,sedan,white,1,no,full,UK
4486,1 Series,2006,2.4,195,diesel,manual,FWD,224900,7.1,175,8133,5,4,hatchback,black,5,no,partial,UK
4487,7 Series,2013,3.7,329,petrol,automatic,RWD,88473,9.9,201,63673,4,5,sedan,white,5,no,none,Spain
4488,5 Series,2014,2.4,184,hybrid,automatic,AWD,141289,5.5,105,37600,4,5,sedan,black,1,yes,full,Netherlands
4489,5 Series,2019,4.1,360,diesel,automatic,RWD,90203,8.5,183,53527,4,5,sedan,blue,2,no,full,Netherlands
4490,X1,2017,2,200,hybrid,automatic,AWD,184873,4.7,107,32153,5,5,suv,black,1,no,full,Germany
4491,3 Series,2021,2.7,298,diesel,automatic,AWD,38285,8.1,178,48094,4,5,sedan,white,1,no,full,USA
4492,X7,2014,3.7,318,hybrid,automatic,AWD,144804,6.3,140,85448,5,5,suv,black,2,yes,full,Netherlands
4493,3 Series,2023,2.3,233,diesel,automatic,RWD,2925,6.2,,45858,4,5,sedan,black,1,no,full,France
4494,X7,2008,3.5,287,petrol,automatic,AWD,275185,10.1,211,63983,5,5,suv,white,4,no,full,Germany
4495,X1,2008,2.4,236,petrol,automatic,FWD,133395,8.1,184,22050,5,5,suv,black,2,no,none,Turkey
4496,X7,2023,3.2,286,hybrid,automatic,AWD,14147,6.1,141,119334,5,5,suv,,0,no,partial,USA
4497,1 Series,2019,2.2,181,hybrid,automatic,RWD,100692,4.7,92,22200,3,5,hatchback,blue,2,no,partial,USA
4498,3 Series,2014,3,254,petrol,automatic,AWD,118626,8.7,179,29585,4,5,sedan,silver,4,no,full,Italy
4499,X3,2013,2,200,diesel,automatic,AWD,199175,7,148,28546,5,5,suv,silver,3,yes,full,France
4500,X1,2006,2.3,158,diesel,automatic,FWD,300000,6.5,135,10947,5,5,suv,grey,2,no,full,Italy
4501,1 Series,2015,3,298,petrol,automatic,FWD,115743,9.6,200,22586,5,5,hatchback,blue,,no,partial,Turkey
4502,Z4,2023,2.6,313,petrol,automatic,RWD,16362,9.1,213,77006,2,2,convertible,black,0,no,full,USA
4503,i3,2010,0,214,electric,automatic,RWD,201021,0,0,24213,5,4,hatchback,silver,3,yes,full,UK
4504,X7,2019,3.1,268,petrol,automatic,AWD,55232,9.2,208,108088,5,5,suv,silver,2,no,partial,France
4505,X1,2006,1.9,140,diesel,automatic,AWD,245296,6.9,151,11131,5,5,suv,red,5,yes,partial,France
4506,X7,2008,3.7,345,hybrid,automatic,AWD,300000,7,157,54386,5,5,suv,blue,5,no,partial,UK
4507,X5,2011,3.4,311,hybrid,automatic,AWD,266870,6.5,144,44729,5,5,suv,silver,5,yes,partial,Italy
4508,1 Series,2018,1.6,127,hybrid,automatic,RWD,86372,3.8,72,18095,5,5,hatchback,silver,2,yes,partial,Netherlands
4509,X7,2020,3.6,316,petrol,automatic,AWD,62791,9.6,202,109679,5,5,suv,blue,1,no,full,Italy
4510,3 Series,2005,3,237,diesel,automatic,AWD,300000,7,149,9245,4,5,sedan,red,4,yes,partial,Netherlands
4511,5 Series,2020,2.9,265,petrol,automatic,AWD,10715,9.9,213,58565,4,5,sedan,silver,1,no,full,Spain
4512,Z4,2010,2.4,215,petrol,automatic,RWD,300000,7.5,167,28035,2,2,convertible,black,3,no,full,Netherlands
4513,5 Series,2020,2.9,268,diesel,automatic,AWD,32514,8.3,180,54548,4,5,sedan,black,1,no,full,Turkey
4514,X3,2016,2.2,219,petrol,automatic,RWD,161067,8.3,189,42686,5,5,suv,white,2,no,full,UK
4515,X5,2014,3.7,365,diesel,automatic,AWD,138262,8.4,187,60600,5,5,suv,black,3,no,partial,Turkey
4516,1 Series,2017,1.6,127,petrol,automatic,RWD,142003,7.7,169,14779,3,4,hatchback,white,3,no,partial,Netherlands
4517,X3,2023,3.1,250,hybrid,automatic,AWD,0,5.7,123,64573,5,5,suv,silver,,no,full,Spain
4518,Z4,2019,3,231,petrol,automatic,RWD,63548,9.5,224,51912,2,2,convertible,silver,1,no,none,USA
4519,5 Series,2021,2.1,204,diesel,automatic,RWD,31164,6.2,132,59285,4,5,sedan,grey,2,no,full,Germany
4520,X3,2019,3,228,petrol,automatic,RWD,84275,8.6,179,44477,5,5,suv,silver,2,yes,partial,USA
4521,X3,2018,3.3,259,petrol,automatic,RWD,141467,9.9,212,47157,5,5,suv,,3,no,partial,UK
4522,5 Series,2015,2.9,216,petrol,automatic,RWD,187525,8.4,178,36541,4,5,sedan,red,2,no,full,Spain
4523,5 Series,2019,4.4,370,diesel,automatic,RWD,71187,9.7,224,59007,4,5,sedan,red,1,no,full,UK
4524,X7,2020,3.5,225,diesel,automatic,AWD,57439,8.6,194,111766,5,5,suv,red,1,no,full,Italy
4525,X7,2016,3.1,331,diesel,automatic,AWD,90376,8.9,188,106176,5,5,suv,white,2,no,full,UK
4526,5 Series,2018,2,242,petrol,automatic,AWD,76069,,171,42357,4,5,sedan,white,1,yes,partial,Germany
4527,5 Series,2015,4.1,365,petrol,automatic,RWD,96133,9.8,204,47615,4,5,sedan,silver,3,yes,,Netherlands
4528,3 Series,2022,3.1,239,hybrid,automatic,AWD,38265,6.1,141,45376,4,5,sedan,silver,1,no,full,USA
4529,3 Series,2015,2.6,282,hybrid,automatic,AWD,134055,4.9,86,29263,4,5,sedan,blue,4,no,full,Germany
4530,X3,2023,2.2,278,petrol,automatic,AWD,2312,7.9,163,53228,5,5,suv,white,,no,partial,Turkey
4531,i4,2017,0,300,electric,automatic,RWD,100353,,0,57098,4,5,coupe,black,3,yes,full,Spain
4532,i4,2021,0,352,electric,automatic,AWD,71052,0,0,64820,4,5,coupe,grey,0,yes,full,Turkey
4533,3 Series,2015,1.9,153,petrol,manual,RWD,91619,8,172,30521,4,5,sedan,white,2,no,full,USA
4534,X5,2010,3,343,petrol,automatic,AWD,280816,9.7,219,50127,5,5,suv,silver,4,,partial,Germany
4535,X1,2016,2.5,265,diesel,automatic,AWD,112920,7.9,169,32409,5,5,suv,white,2,yes,full,Netherlands
4536,X3,2017,2.1,251,hybrid,automatic,RWD,89013,5.7,127,50212,5,5,suv,white,4,no,full,Germany
4537,7 Series,2021,0,331,electric,automatic,AWD,73120,0,0,118837,4,4,sedan,blue,1,no,full,USA
4538,5 Series,2010,3.1,222,diesel,automatic,RWD,244296,7.9,172,29499,4,5,sedan,white,3,no,partial,UK
4539,X1,2014,1.7,210,hybrid,automatic,FWD,91563,4.8,109,27309,5,5,suv,grey,3,yes,partial,USA
4540,7 Series,2021,4.9,377,hybrid,automatic,AWD,33885,8,175,104820,4,5,sedan,black,0,yes,full,USA
4541,7 Series,2022,3.5,306,diesel,automatic,RWD,17616,8.4,183,119029,4,5,sedan,white,1,no,full,UK
4542,5 Series,2023,3.3,278,petrol,automatic,RWD,25099,10.4,240,65740,4,5,sedan,black,0,no,partial,UK
4543,5 Series,2012,2.5,235,petrol,automatic,AWD,129878,9.5,208,32810,4,5,sedan,blue,4,yes,full,Italy
4544,i7,2012,0,444,electric,automatic,AWD,140050,0,0,92455,4,5,sedan,black,5,no,none,France
4545,i3,2009,0,207,electric,automatic,RWD,172579,0,0,28271,5,4,hatchback,white,4,no,full,France
4546,5 Series,2021,3.8,381,hybrid,automatic,AWD,55905,6.5,137,62500,4,5,sedan,grey,1,no,full,USA
4547,1 Series,2022,1.6,154,petrol,automatic,FWD,52579,6.4,150,28610,5,4,hatchback,grey,1,,full,Germany
4548,i4,2020,0,318,electric,automatic,RWD,62263,0,0,65848,4,5,coupe,silver,2,yes,full,Netherlands
4549,X3,2012,3,301,diesel,automatic,AWD,273237,,156,27698,5,5,suv,silver,4,no,none,France
4550,X3,2012,2.1,219,diesel,automatic,AWD,195359,6.8,155,31106,5,5,suv,black,2,yes,,Netherlands
4551,1 Series,2024,2.5,218,diesel,automatic,FWD,0,7,147,33439,3,4,hatchback,silver,1,no,full,Germany
4552,X3,2006,2.8,232,hybrid,automatic,AWD,189706,5.7,118,24075,5,5,suv,,4,yes,full,Turkey
4553,X3,2017,3.4,290,hybrid,automatic,AWD,103316,5.8,127,51939,5,5,suv,red,1,no,full,Italy
4554,i3,2019,0,193,electric,automatic,RWD,51508,0,0,45745,5,4,hatchback,grey,2,no,none,UK
4555,X1,2014,1.8,136,petrol,automatic,FWD,89954,7.7,177,34534,5,5,suv,red,1,no,full,USA
4556,5 Series,2020,3.8,330,petrol,automatic,RWD,30749,10.2,230,57107,4,5,sedan,black,1,no,full,Turkey
4557,X7,2022,3.5,280,hybrid,automatic,AWD,32435,5.8,123,96683,5,5,suv,silver,0,yes,full,Italy
4558,5 Series,2008,2.9,214,petrol,automatic,AWD,300000,8.2,176,20895,4,5,sedan,blue,,no,partial,Spain
4559,i3,2021,0,199,electric,automatic,RWD,38124,0,0,57126,5,4,hatchback,white,1,no,,USA
4560,1 Series,2013,2.8,248,petrol,manual,FWD,227894,9,179,13835,5,5,hatchback,silver,3,no,none,USA
4561,3 Series,2020,2,230,petrol,automatic,RWD,37088,8.1,174,36088,4,5,sedan,blue,2,yes,full,Netherlands
4562,X1,2017,2,145,petrol,automatic,FWD,73378,7.4,157,29046,5,5,suv,grey,1,yes,full,Spain
4563,Z4,2009,2.3,158,petrol,automatic,RWD,200398,,174,27082,2,2,convertible,white,5,no,partial,Spain
4564,X3,2016,3.4,262,hybrid,automatic,RWD,120055,6.2,125,49747,5,5,suv,red,2,no,full,Spain
4565,X3,2020,2,257,diesel,automatic,RWD,43831,5.9,139,52790,5,5,suv,white,2,no,full,Italy
4566,3 Series,2014,3.5,325,diesel,manual,RWD,146299,7.9,179,27085,4,5,sedan,grey,1,yes,partial,USA
4567,1 Series,2013,2.7,210,petrol,manual,FWD,157740,7.9,171,13001,5,4,hatchback,black,2,yes,partial,Turkey
4568,X3,2013,2.8,310,diesel,automatic,AWD,211083,7.8,181,34329,5,5,suv,white,4,yes,full,Germany
4569,X7,2010,4.1,377,petrol,automatic,AWD,300000,9.9,208,72788,5,5,suv,silver,4,no,partial,USA
4570,X3,2015,2.4,209,diesel,automatic,AWD,231586,7.3,159,27099,5,5,suv,,3,yes,partial,UK
4571,1 Series,2020,2.7,241,diesel,automatic,RWD,35807,7.9,164,26065,5,5,hatchback,white,1,,partial,Turkey
4572,3 Series,2018,3.3,256,hybrid,automatic,AWD,47518,5.6,130,41190,4,5,sedan,blue,2,no,full,Germany
4573,5 Series,2019,3.3,282,petrol,automatic,RWD,58966,9,195,44491,4,5,sedan,black,3,no,none,Spain
4574,i3,2013,0,120,electric,automatic,RWD,82969,0,0,28970,5,4,hatchback,white,4,yes,full,Spain
4575,5 Series,2020,4.2,311,diesel,automatic,AWD,40091,9.7,226,53269,4,5,sedan,blue,1,yes,full,UK
4576,X7,2023,4.2,323,petrol,automatic,AWD,18171,10.6,256,117403,5,5,suv,grey,0,no,partial,Italy
4577,5 Series,2009,3.1,307,hybrid,automatic,RWD,220884,5.7,120,25645,4,5,sedan,silver,4,yes,partial,UK
4578,X7,2020,3.8,302,petrol,automatic,AWD,64601,10.6,228,122560,5,5,suv,grey,1,no,full,UK
4579,i7,2024,0,338,electric,automatic,AWD,2199,0,0,171724,4,5,sedan,black,0,no,full,UK
4580,3 Series,2014,1.6,131,hybrid,automatic,AWD,104671,3.9,81,21942,4,5,sedan,grey,2,yes,partial,Spain
4581,3 Series,2010,2.7,314,hybrid,automatic,RWD,193123,5.9,127,20307,4,5,sedan,grey,3,yes,partial,Netherlands
4582,3 Series,2022,2.6,235,petrol,automatic,RWD,12751,7.9,174,40984,4,5,sedan,silver,1,no,partial,France
4583,5 Series,2012,2.9,206,petrol,automatic,RWD,185475,9.5,200,33908,4,5,sedan,silver,3,no,full,UK
4584,7 Series,2014,0,270,electric,automatic,RWD,150609,0,0,77019,4,4,sedan,silver,3,no,partial,UK
4585,X7,2016,3.3,309,petrol,automatic,AWD,138826,8.8,187,81479,5,5,suv,black,1,yes,full,Netherlands
4586,3 Series,2015,2.5,251,diesel,automatic,AWD,94887,7.7,159,27367,4,5,sedan,black,1,no,none,Turkey
4587,X5,2012,4.1,335,diesel,automatic,AWD,120853,9.2,212,58524,5,5,suv,white,4,no,full,France
4588,5 Series,2013,3,256,diesel,automatic,AWD,98451,7.7,166,34741,4,5,sedan,blue,3,yes,partial,Netherlands
4589,1 Series,2022,2.9,272,petrol,automatic,RWD,41316,8.7,184,29883,5,5,hatchback,silver,2,no,full,Germany
4590,i7,2024,0,535,electric,automatic,RWD,1063,0,0,193547,4,5,sedan,black,0,no,partial,Netherlands
4591,1 Series,2020,2.1,209,diesel,manual,RWD,50274,,171,29451,3,4,hatchback,grey,1,no,partial,UK
4592,3 Series,2018,2.4,265,diesel,automatic,AWD,141311,7.8,179,33167,4,5,sedan,white,1,no,partial,Germany
4593,7 Series,2020,0,317,electric,automatic,AWD,40849,0,0,120071,4,4,sedan,white,0,no,full,Germany
4594,X1,2018,1.8,162,diesel,automatic,FWD,135697,5.7,,31017,5,5,suv,white,1,yes,full,Spain
4595,X1,2012,2.4,227,hybrid,automatic,AWD,165323,5.1,116,26286,5,5,suv,blue,3,no,partial,Spain
4596,i4,2024,0,357,electric,automatic,AWD,0,0,0,105091,4,5,coupe,silver,0,no,full,USA
4597,1 Series,2007,1.9,174,hybrid,automatic,RWD,234961,4.4,99,3495,5,5,hatchback,black,2,no,partial,Netherlands
4598,5 Series,2021,2,196,diesel,automatic,AWD,39373,7.4,165,60190,4,5,sedan,red,2,no,full,Netherlands
4599,5 Series,2022,3.7,308,hybrid,automatic,AWD,28755,6.3,147,63258,4,5,sedan,grey,1,no,full,France
4600,X3,2019,2.5,244,petrol,automatic,RWD,111263,8.2,195,44207,5,5,suv,black,2,yes,full,Netherlands
4601,3 Series,2009,2.3,203,diesel,automatic,RWD,242973,6.5,138,12554,4,5,sedan,blue,2,yes,full,France
4602,X5,2011,4,301,petrol,automatic,AWD,222661,10.8,238,43508,5,5,suv,silver,5,yes,full,France
4603,7 Series,2021,4.4,416,hybrid,automatic,AWD,29261,7.2,161,127146,4,5,sedan,blue,1,no,full,USA
4604,X7,2021,3.8,329,petrol,automatic,AWD,30831,10,219,113635,5,5,suv,black,1,no,full,Spain
4605,i7,2020,0,409,electric,automatic,RWD,54761,0,0,153627,4,4,sedan,white,1,no,full,Spain
4606,3 Series,2017,3.3,302,petrol,manual,AWD,58143,11.3,258,31273,4,5,sedan,blue,3,no,partial,Italy
4607,X3,2023,2.5,236,petrol,automatic,RWD,0,7.7,178,70057,5,5,suv,,0,no,partial,Germany
4608,3 Series,2018,3.2,304,petrol,automatic,AWD,126724,9.1,214,31622,4,5,sedan,silver,,no,partial,Italy
4609,X1,2016,,136,petrol,automatic,AWD,131943,7.2,154,26240,5,5,suv,black,2,yes,full,UK
4610,i7,2005,0,534,electric,automatic,RWD,137280,0,0,74667,4,4,sedan,silver,4,yes,partial,Germany
4611,X1,2016,2,230,diesel,automatic,FWD,152945,6.8,156,31409,5,5,suv,blue,2,yes,full,Spain
4612,i7,2006,0,424,electric,automatic,AWD,238370,0,0,70569,4,4,sedan,black,3,yes,partial,Italy
4613,i3,2017,0,213,electric,automatic,RWD,117268,0,0,34291,5,4,hatchback,silver,2,no,partial,Turkey
4614,X5,2013,,302,diesel,automatic,AWD,142389,7.8,189,63062,5,5,suv,silver,2,no,full,USA
4615,Z4,2016,2.2,239,petrol,,RWD,190713,8.1,178,48927,2,2,convertible,black,2,no,full,USA
4616,X3,2022,3,265,diesel,automatic,RWD,41766,8.4,190,63748,5,5,suv,black,2,no,full,Spain
4617,X7,2023,3.5,291,diesel,automatic,AWD,24836,9.3,206,127414,5,5,suv,black,1,no,partial,Germany
4618,3 Series,2018,2,269,diesel,automatic,RWD,85954,6.9,155,36428,4,5,sedan,black,2,no,full,USA
4619,X3,2013,2.4,220,petrol,automatic,RWD,161469,8.2,166,40812,5,5,suv,silver,3,no,full,Spain
4620,X3,2020,3.2,247,diesel,automatic,RWD,78496,8.2,180,52241,5,5,suv,black,2,no,full,France
4621,3 Series,2022,2.7,226,hybrid,automatic,AWD,30510,6,132,35210,4,5,sedan,black,1,yes,full,France
4622,X3,2006,2.7,251,petrol,automatic,RWD,227110,7.6,167,24011,5,5,suv,white,3,no,partial,USA
4623,3 Series,2014,2.5,202,hybrid,automatic,RWD,177902,4.8,95,26367,4,5,sedan,black,3,no,partial,Spain
4624,X5,2015,4,321,diesel,automatic,AWD,123837,9.6,193,60479,5,5,suv,black,1,yes,full,France
4625,7 Series,2014,4.1,317,hybrid,automatic,RWD,243495,6.8,148,60815,4,5,sedan,white,4,yes,full,Spain
4626,X3,2018,3.2,293,hybrid,automatic,AWD,73437,5.9,129,56008,5,5,suv,blue,2,no,full,USA
4627,3 Series,2009,2.7,210,petrol,automatic,AWD,103442,9.3,197,17398,4,5,sedan,grey,3,yes,none,Germany
4628,5 Series,2014,2.7,249,diesel,automatic,RWD,161034,7.1,156,36192,4,5,sedan,white,2,yes,full,Spain
4629,5 Series,2011,2.9,291,hybrid,automatic,AWD,294576,5.6,115,35320,4,5,sedan,red,3,no,full,UK
4630,X3,2014,3,200,diesel,automatic,AWD,155358,7.8,170,30918,5,5,suv,white,2,yes,partial,Germany
4631,1 Series,2008,1.9,184,diesel,automatic,FWD,218663,7.6,,6704,5,4,hatchback,black,3,yes,partial,Spain
4632,5 Series,2021,4.3,325,diesel,automatic,RWD,5723,8.7,192,71605,4,5,sedan,red,1,no,full,Germany
4633,5 Series,2012,4.3,313,hybrid,automatic,RWD,148573,7,,45804,4,5,sedan,black,3,no,partial,USA
4634,5 Series,2023,4.3,341,diesel,,RWD,3061,10,217,74291,4,5,sedan,silver,0,no,full,USA
4635,5 Series,2021,2.3,195,hybrid,automatic,RWD,42246,5.5,119,51082,4,5,sedan,blue,2,no,partial,Turkey
4636,3 Series,2022,,250,diesel,automatic,RWD,32203,8.3,188,37999,4,5,sedan,silver,2,yes,full,Netherlands
4637,X3,2020,3.2,301,diesel,automatic,AWD,51649,8.4,188,55083,5,5,suv,,0,no,full,Turkey
4638,1 Series,2010,1.6,141,diesel,automatic,FWD,300000,6,130,5663,3,4,hatchback,black,3,yes,full,UK
4639,i3,2024,0,144,electric,automatic,RWD,0,0,0,62317,5,4,hatchback,grey,1,no,full,UK
